fold,classifier,splitter,window,overlap,train_subject_ratio,repeat,score,eval_score,score_balanced_arousal,score_balanced_valence,eval_score_balanced_arousal,eval_score_balanced_valence,score_precision,eval_score_precision,score_recall,eval_score_recall,type
3,0,0,10,0.0,0.75,0,0.4722792607802875,0.4002463054187192,0.6829109866378729,0.6596066693722944,0.5985221674876847,0.6424488290614051,0.6692468508521223,0.6434491585882748,0.7301537298387097,0.7647058823529411,raw
4,0,0,10,0.0,0.75,0,0.4517453798767967,0.4002463054187192,0.6741317671092952,0.6407261637020377,0.5972906403940886,0.6546192144569427,0.6869363395225465,0.6555851335295824,0.7066283749790374,0.72022602144306,raw
5,0,0,10,0.0,0.75,0,0.5020491803278688,0.39408866995073893,0.7332246948787153,0.6638873354008846,0.5800492610837439,0.6627328047206343,0.7234101638433768,0.6505252912943318,0.7424084207008896,0.7271080846131557,raw
6,0,0,10,0.0,0.75,0,0.4989733059548255,0.3842364532019704,0.7080663208218899,0.6697531906273213,0.5751231527093597,0.648626221648534,0.6909845788849347,0.6408225253428741,0.7476072720611806,0.7357287742683281,raw
7,0,0,10,0.0,0.75,0,0.4537987679671458,0.39408866995073893,0.683678300865801,0.6278259549196923,0.5874384236453202,0.6359948368061958,0.6406311346682372,0.6392121276822889,0.7384610355648535,0.7400028977108084,raw
8,0,0,10,0.0,0.75,0,0.46611909650924027,0.41133004926108374,0.676636302294197,0.6511777229563043,0.6108374384236454,0.6509312188825374,0.6605232667798345,0.6526618498148747,0.7189263285409162,0.7655751955954796,raw
9,0,0,10,0.0,0.75,0,0.44763860369609854,0.3793103448275862,0.6507267441860465,0.6482406935237124,0.5615763546798029,0.6489950212059745,0.6832528180354267,0.6362898236931642,0.694693396226415,0.7161692263112142,raw
0,0,0,20,0.0,0.25,0,0.31645569620253167,0.25595238095238093,0.5324675324675324,0.6498708010335917,0.5797077922077922,0.5075801749271137,0.614247311827957,0.5906590720187748,0.595959595959596,0.5411144977471508,raw
1,0,0,20,0.0,0.25,0,0.43037974683544306,0.2568027210884354,0.5905006418485237,0.6465744400527009,0.5668019480519481,0.5084548104956268,0.5927933673469388,0.5845442920251105,0.6415373244641538,0.5684965544659422,raw
2,0,0,20,0.0,0.25,0,0.358974358974359,0.27040816326530615,0.5576796308503627,0.6059800664451827,0.6103084415584416,0.5206997084548105,0.5760368663594471,0.6121610329925711,0.5986062717770035,0.5492479459316194,raw
3,0,0,20,0.0,0.25,0,0.24358974358974358,0.26105442176870747,0.39087301587301587,0.6557486631016043,0.5837662337662337,0.5151603498542274,0.5700483091787439,0.6001380845130845,0.4733893557422969,0.5198449509673999,raw
4,0,0,20,0.0,0.25,0,0.3974358974358974,0.26105442176870747,0.5595238095238095,0.7083333333333333,0.5842532467532467,0.49504373177842564,0.6019736842105263,0.5822163530318036,0.7261904761904762,0.5678173866949378,raw
5,0,0,20,0.0,0.25,0,0.4810126582278481,0.2585034013605442,0.6251646903820817,0.7020689655172414,0.5792207792207792,0.5021865889212828,0.617117117117117,0.5864389233954452,0.775112443778111,0.5569175722236946,raw
6,0,0,20,0.0,0.25,0,0.31645569620253167,0.2763605442176871,0.5208333333333333,0.6403448275862069,0.5714285714285714,0.51399416909621,0.5120448179271708,0.5887161084529506,0.6436781609195402,0.587463556851312,raw
7,0,0,20,0.0,0.25,0,0.3974358974358974,0.26445578231292516,0.509090909090909,0.7401315789473684,0.6006493506493507,0.4946064139941691,0.7033972125435539,0.5952371849036693,0.5692982456140351,0.4929598462761728,raw
8,0,0,20,0.0,0.25,0,0.3974358974358974,0.2372448979591837,0.5606060606060606,0.7019736842105263,0.5801136363636363,0.4927113702623907,0.6918103448275862,0.5814032930245269,0.6228070175438596,0.5130035780545985,raw
9,0,0,20,0.0,0.25,0,0.3076923076923077,0.27040816326530615,0.5664451827242525,0.6350267379679144,0.6025974025974026,0.5208454810495626,0.5441176470588236,0.6066746745821832,0.6512605042016807,0.5724224754837,raw
0,0,0,20,0.0,0.5,0,0.3821656050955414,0.3392857142857143,0.6359289617486339,0.5787749754339993,0.590561224489796,0.5797695852534562,0.6772549019607843,0.6071842342735714,0.6521317829457365,0.6178818301514155,raw
1,0,0,20,0.0,0.5,0,0.4267515923566879,0.3137755102040816,0.6574680641991484,0.6516233766233767,0.5867346938775511,0.5564976958525346,0.6512072675113555,0.5861670409299342,0.7312745394140743,0.6629772876892692,raw
2,0,0,20,0.0,0.5,0,0.47770700636942676,0.3112244897959184,0.677956465237167,0.6938493995456021,0.5854591836734694,0.5587096774193548,0.6669755589018881,0.5866296390275076,0.7748085638380997,0.6690668202764978,raw
3,0,0,20,0.0,0.5,0,0.4012738853503185,0.3494897959183674,0.6444388944388943,0.6222943722943723,0.6096938775510204,0.6020737327188941,0.6965663580246914,0.6279777582674861,0.6758241758241759,0.6393186306780777,raw
4,0,0,20,0.0,0.5,0,0.47435897435897434,0.32653061224489793,0.6509868421052631,0.6676661669165417,0.5943877551020408,0.58036866359447,0.6630691580756014,0.6044162290777815,0.7663074712643678,0.6608788676761026,raw
5,0,0,20,0.0,0.5,0,0.4140127388535032,0.33035714285714285,0.6186384666226041,0.6388798701298701,0.5765306122448979,0.5736866359447005,0.6347704367301232,0.5924821121140048,0.7240624543995331,0.6483294930875576,raw
6,0,0,20,0.0,0.5,0,0.4394904458598726,0.32908163265306123,0.6597560975609755,0.6117608836907082,0.5918367346938775,0.584516129032258,0.6296258117719822,0.6049895410360526,0.7609906654622102,0.6538018433179724,raw
7,0,0,20,0.0,0.5,0,0.37579617834394907,0.31505102040816324,0.686705685618729,0.5851449275362319,0.5854591836734694,0.5626267281105991,0.7017317136210908,0.5937532750489534,0.6847826086956521,0.6217083607636603,raw
8,0,0,20,0.0,0.5,0,0.43312101910828027,0.3354591836734694,0.672167487684729,0.6348932676518884,0.596938775510204,0.5798156682027649,0.6807017543859649,0.6059390048154093,0.735632183908046,0.6504279131007241,raw
9,0,0,20,0.0,0.5,0,0.4551282051282051,0.3201530612244898,0.6924603174603174,0.6796601699150424,0.5816326530612245,0.5752073732718894,0.7136598964555954,0.5972727272727273,0.7259852216748768,0.6496461487820935,raw
0,0,0,20,0.0,0.75,0,0.4449152542372881,0.39285714285714285,0.6743063063063063,0.646308773455046,0.5969387755102041,0.6646294881588999,0.676507164098405,0.6566078865174388,0.7245891472868218,0.7483493397358945,raw
1,0,0,20,0.0,0.75,0,0.46382978723404256,0.375,0.7149811101424004,0.6036505867014341,0.5892857142857143,0.6285332314744079,0.6464631922449371,0.6340449024659551,0.768042646254784,0.7609543817527011,raw
2,0,0,20,0.0,0.75,0,0.49361702127659574,0.3852040816326531,0.765645371577575,0.6381645661306679,0.5739795918367347,0.6623376623376623,0.6826666666666666,0.6461219939480809,0.7542372881355932,0.7423469387755102,raw
3,0,0,20,0.0,0.75,0,0.4425531914893617,0.4030612244897959,0.6626567512394284,0.6429090909090909,0.5867346938775511,0.658899923605806,0.675132402503611,0.6499899906579474,0.6905826771653543,0.7307923169267707,raw
4,0,0,20,0.0,0.75,0,0.4808510638297872,0.3647959183673469,0.72534165181224,0.6617518567059851,0.5943877551020408,0.627196333078686,0.7228013751802151,0.6427559550876212,0.742296918767507,0.7081332533013205,raw
5,0,0,20,0.0,0.75,0,0.4915254237288136,0.3826530612244898,0.7265270882797323,0.6631692418253683,0.5816326530612246,0.6510695187165776,0.6747708687777838,0.6419937205651491,0.7641569459172852,0.7442977190876351,raw
6,0,0,20,0.0,0.75,0,0.4978723404255319,0.37244897959183676,0.7108746526254205,0.6567894965907443,0.5688775510204082,0.6409472880061116,0.6946301247771836,0.6361504640937958,0.7407230906087178,0.7237394957983193,raw
7,0,0,20,0.0,0.75,0,0.4808510638297872,0.4005102040816326,0.7191821123859958,0.6607403621495327,0.6020408163265306,0.6676852559205501,0.7163898117386489,0.6602006688963211,0.7415956439393939,0.7418967587034814,raw
8,0,0,20,0.0,0.75,0,0.4765957446808511,0.3673469387755102,0.6967391304347825,0.6559139784946236,0.5459183673469388,0.6485867074102368,0.6853917922620213,0.6315883654346695,0.6975806451612903,0.7165366146458583,raw
9,0,0,20,0.0,0.75,0,0.4553191489361702,0.3903061224489796,0.6782437745740498,0.6455234762321377,0.5994897959183674,0.6606187929717342,0.6875468867216804,0.6592183620674688,0.68785151856018,0.727641056422569,raw
0,0,0,30,0.0,0.25,0,0.29411764705882354,0.2896825396825397,0.5404040404040404,0.6212121212121212,0.6128787878787878,0.5215419501133787,0.5694789081885856,0.6237514124293786,0.6515151515151515,0.5058493094207379,raw
1,0,0,30,0.0,0.25,0,0.37254901960784315,0.2526455026455027,0.5527950310559007,0.6342592592592593,0.5848484848484848,0.5160997732426305,0.6512605042016807,0.6042553191489362,0.5654761904761905,0.4803133374561946,raw
