fold,classifier,splitter,window,overlap,train_game_ratio,repeat,score,eval_score,score_balanced_arousal,score_balanced_valence,eval_score_balanced_arousal,eval_score_balanced_valence,score_precision,eval_score_precision,score_recall,eval_score_recall,type
2,0,0,60,0.0,0.75,0,0.6025504782146652,0.07971938775510204,0.6723464167273316,0.7393229381514177,0.5432692307692307,0.5815217391304348,0.7309034556813745,0.47399350649350647,0.8318352842809364,0.7467003105590062,features
3,0,0,60,0.0,0.75,0,0.5526036131774708,0.08099489795918367,0.6345963501391896,0.7328249643793845,0.540521978021978,0.5812888198757764,0.7522225074882327,0.47551707776988134,0.7810095843899085,0.7170031055900621,features
4,0,0,60,0.0,0.75,0,0.597872340425532,0.07971938775510204,0.6892729134664619,0.741082240916479,0.5467032967032966,0.5777173913043478,0.7527456505241856,0.4737880723458616,0.8012651841502698,0.7393245341614907,features
0,0,0,120,0.0,0.25,0,0.7643312101910829,0.05314625850340136,0.7322695035460993,0.580886670581327,0.5092592592592593,0.5142407649558679,0.7367463617463618,0.6370930157291734,0.7347328244274809,0.4948308270676692,features
1,0,0,120,0.0,0.25,0,0.8343949044585988,0.04549319727891157,0.7333333333333334,0.6267034393251135,0.5081453634085213,0.5108287021902582,0.9433333333333334,0.6457018334836189,0.7296019900497512,0.49154135338345867,features
2,0,0,120,0.0,0.25,0,0.802547770700637,0.047619047619047616,0.7076190476190476,0.6009984639016897,0.5096421609579505,0.5058842759071592,0.7183673469387755,0.6431029754559167,0.7023809523809523,0.49718045112781956,features
3,0,0,120,0.0,0.25,0,0.7834394904458599,0.047193877551020405,0.7465986394557823,0.5800110741971207,0.50744917850181,0.5067832625040863,0.8402777777777778,0.633140039692384,0.7228682170542635,0.4912280701754386,features
4,0,0,120,0.0,0.25,0,0.8012820512820513,0.05229591836734694,0.8125,0.6280241935483871,0.5080409356725146,0.5048422687152664,0.920863309352518,0.6322424717486446,0.7842741935483871,0.48355263157894735,features
0,0,0,120,0.0,0.5,0,0.7229299363057324,0.09630102040816327,0.5606060606060606,0.7524565381708239,0.5005434782608695,0.5414285714285715,0.8752441550754662,0.3268880727994418,0.9259259259259259,0.8789285714285715,features
1,0,0,120,0.0,0.5,0,0.6624203821656051,0.09056122448979592,0.5208754208754209,0.6824994537906925,0.5023291925465838,0.532073732718894,0.8069347587032474,0.3237836107554417,0.932821514982319,0.88,features
2,0,0,120,0.0,0.5,0,0.6528662420382165,0.09566326530612244,0.496415770609319,0.6618567232792747,0.5042701863354038,0.5516820276497696,0.8043753726893261,0.330560544395646,0.902174932912984,0.895,features
3,0,0,120,0.0,0.5,0,0.6837060702875399,0.08673469387755102,0.5348119034250421,0.6866371681415929,0.4991459627329193,0.5293778801843319,0.8204130671091023,0.3220132317390107,0.9263503649635036,0.8892857142857142,features
4,0,0,120,0.0,0.5,0,0.6805111821086262,0.08864795918367346,0.5425787728026534,0.7128935866559629,0.5001552795031056,0.5429953917050692,0.8233093998512501,0.3266182234152492,0.9362531402393971,0.8989285714285714,features
0,0,0,120,0.0,0.75,0,0.5562632696390658,0.08163265306122448,0.6431574923547401,0.7006744440393728,0.540521978021978,0.5900621118012422,0.7266602124653305,0.47560613306667826,0.7755627056248822,0.7507763975155279,features
1,0,0,120,0.0,0.75,0,0.5180467091295117,0.061224489795918366,0.6091557813255927,0.6982749208428868,0.521978021978022,0.572360248447205,0.705974635483956,0.471057979297644,0.7664770675334056,0.7080745341614907,features
2,0,0,120,0.0,0.75,0,0.5148936170212766,0.08163265306122448,0.6317368936795689,0.6600832359813085,0.5556318681318682,0.5461180124223602,0.7043644544431946,0.46599987379314695,0.7224090719685696,0.7193322981366459,features
3,0,0,120,0.0,0.75,0,0.5234042553191489,0.08545918367346939,0.6355079519636482,0.673462272460364,0.5590659340659341,0.565527950310559,0.7031008317525171,0.47128575944365414,0.7411858974358974,0.7387422360248447,features
4,0,0,120,0.0,0.75,0,0.5468085106382978,0.08673469387755102,0.6587841509269926,0.6993956604048347,0.5315934065934066,0.6080745341614906,0.7629623268957549,0.48414589442815253,0.7368483051082347,0.7080745341614907,features
0,0,1,2,0.0,0.25,0,0.7604862181133367,0.12161005341734009,0.6996659374861771,0.5327493073224805,0.5053164035595935,0.5000734517444789,0.7413494542193636,0.6665230013687239,0.2709505494702626,0.09130199685379783,features
1,0,1,2,0.0,0.25,0,0.7680191747988359,0.12134753230151121,0.7072455704870324,0.5326114618738921,0.5048254811381538,0.500185254399792,0.8091931120742313,0.6727332034088657,0.2758939879378451,0.09004952225458492,features
2,0,1,2,0.0,0.25,0,0.7657079267248759,0.12151874172487787,0.7013141333676477,0.5389691565331806,0.5053219579473034,0.5002494434242813,0.7861425716189208,0.679922699275245,0.27443952567125446,0.08918219773405893,features
3,0,1,2,0.0,0.25,0,0.7647461689923808,0.12178696982148564,0.7050111966960984,0.5325126641564963,0.5050557745978196,0.5002268553878154,0.7841756278558423,0.6784834026231552,0.27525710926613817,0.089995433960184,features
4,0,1,2,0.0,0.25,0,0.7659446965157093,0.12182121170615898,0.7021040817229524,0.53472636291262,0.5055355882438394,0.500307132294392,0.7680379965674842,0.6829927884615385,0.2730103001805927,0.09038759400927929,features
5,0,1,2,0.0,0.25,0,0.765793528505393,0.12156439757110898,0.7043097597208587,0.5303080020469801,0.5049639135703092,0.5002106050018688,0.737438649303056,0.6749501856097827,0.270502613706081,0.09077346101675797,features
6,0,1,2,0.0,0.25,0,0.7675911658962506,0.12134753230151121,0.7093125472851909,0.5391521925265355,0.504921614771595,0.5002106050018688,0.8099246787771378,0.67721815445842,0.28562641045051895,0.09001208263990387,features
7,0,1,2,0.0,0.25,0,0.7687895908234891,0.12167283020590787,0.7075152432806918,0.5330661355871055,0.505473635457844,0.5003139574564895,0.7846525292091577,0.6850659592195901,0.27638320739453975,0.09087606149273496,features
8,0,1,2,0.0,0.25,0,0.7602088862254944,0.12165000228279231,0.6966505767433387,0.5309909535264754,0.5055770325213673,0.5003316703771714,0.7338047770082206,0.6829827782808419,0.2667161446150242,0.09154686786556278,features
9,0,1,2,0.0,0.25,0,0.7639756870130981,0.1218097977446012,0.7036024874076675,0.5348185543019442,0.5066708196396313,0.5002691063912769,0.7793363092947485,0.682126207670272,0.27480832235619956,0.09156702153048683,features
0,0,1,2,0.0,0.5,0,0.5146807053586715,0.1418042049034379,0.6519128082426175,0.6291802823497813,0.4995705114311918,0.5458564341990079,0.6755061701207515,0.7167502792586271,0.5100671140939598,0.3843726506832873,features
1,0,1,2,0.0,0.5,0,0.5115353336472199,0.14343069442542117,0.6473982427596392,0.6275222856515073,0.5005666310341155,0.5468735670515653,0.6634580713042036,0.7175178263145834,0.512823585810163,0.38675520820605996,features
2,0,1,2,0.0,0.5,0,0.5108076873689167,0.1417014792494179,0.6502900110114056,0.6240282347977809,0.49919734923206344,0.5455823502438618,0.6665249643558921,0.7164484347066113,0.5064717162032598,0.3840068220923096,features
3,0,1,2,0.0,0.5,0,0.5138894833711424,0.1422750308176962,0.6504682801073167,0.6284557461859518,0.49675113173146035,0.5475582558672725,0.6724182714407485,0.7168978068081515,0.5084691594758709,0.38240551344653656,features
4,0,1,2,0.0,0.5,0,0.5157728031502804,0.14074270647856457,0.6550194049763256,0.6248973754401148,0.49672113181717437,0.5462399433073493,0.6720379521073494,0.7163496982429749,0.5078699264940876,0.38233112590397034,features
5,0,1,2,0.0,0.5,0,0.5163071391884951,0.14297698945349951,0.6545954364254463,0.6254329358456252,0.49667582582417114,0.5455646337904874,0.670274624014016,0.71487506476633,0.5088686481303931,0.38396926896091743,features
6,0,1,2,0.0,0.5,0,0.5099516329238539,0.14065710176688126,0.6472692477368251,0.6276801566546706,0.4962637861851007,0.5463295677185376,0.6711141103513529,0.7161538251302113,0.5069511025886865,0.38171572171728135,features
7,0,1,2,0.0,0.5,0,0.5108504900911698,0.14218942610601287,0.6474474615886152,0.6256866043384959,0.4987540851924096,0.5478510984201092,0.6676617062857946,0.7182163221758568,0.5067513582614254,0.38305541620369105,features
8,0,1,2,0.0,0.5,0,0.5147883405384582,0.14045165045884125,0.6505265810698049,0.6283992362328106,0.4987170444819137,0.5462409854516653,0.6722035531668167,0.7172829164902761,0.5128635346756152,0.3839827449650055,features
9,0,1,2,0.0,0.5,0,0.5062277960878312,0.14198397479797287,0.6444850545206441,0.625902909753446,0.49914990038803975,0.5463472841719121,0.6654733390559765,0.717087680759288,0.5067114093959731,0.38462132787872605,features
0,0,1,2,0.0,0.75,0,0.44377229276644314,0.19968155047253802,0.632514839113479,0.6414909701880531,0.4756747726546384,0.5495562602945153,0.6556405961070741,0.6286727833144361,0.6354269185741355,0.5391412278996172,features
1,0,1,2,0.0,0.75,0,0.4432015979454986,0.20040063005067799,0.6336202425070137,0.6408167800528998,0.4729546180888463,0.5522727831452664,0.6562301546596001,0.6280542104970224,0.6369121573672287,0.5400564200899771,features
2,0,1,2,0.0,0.75,0,0.4454558424882294,0.19831187508560472,0.6306005791507985,0.6420735539304597,0.47211569191434966,0.5509563143791332,0.6547477078677875,0.627194340970531,0.634173744113866,0.5383324728962313,features
3,0,1,2,0.0,0.75,0,0.441090027108004,0.20084577455143132,0.6327955504489668,0.6376574222302016,0.4745235189866062,0.552930402930403,0.6548483208380593,0.6292233090332792,0.6325002035982585,0.5408048327511414,features
4,0,1,2,0.0,0.75,0,0.4388483049880151,0.19855156827831805,0.6294796249559519,0.635859461910045,0.4704523664255208,0.5501339823487474,0.6523088671063952,0.6259936862649007,0.6305304686840336,0.5390507143862848,features
5,0,1,2,0.0,0.75,0,0.44120416607219287,0.19718189289138474,0.6310902007001851,0.6379704902170357,0.4738698102792062,0.5480554121493719,0.6546256123927849,0.6271262510761877,0.6306242413496815,0.5384640527257977,features
6,0,1,2,0.0,0.75,0,0.44274504208874305,0.19954458293384467,0.6302307464520386,0.6431138338323839,0.4705649495917953,0.5485311109472183,0.6561718249297456,0.6256264907337223,0.6333463083894022,0.5391663705422095,features
7,0,1,2,0.0,0.75,0,0.4425452989014125,0.20129091905218463,0.6340985971276575,0.6379288554814156,0.4756965629448851,0.5503466332325393,0.6541747832725979,0.6288646068384902,0.6373222648867025,0.5401771047744202,features
8,0,1,2,0.0,0.75,0,0.438807247824226,0.19788385152718804,0.6277599444942602,0.6371914351401626,0.4741167669020018,0.5490547483836075,0.6517065201175416,0.6275003442564557,0.6288267184319788,0.5392149796512212,features
9,0,1,2,0.0,0.75,0,0.43967583609177036,0.199784276126558,0.6308773032018387,0.6397712078225675,0.4728275080624074,0.5487228655013889,0.6537232285404978,0.6267799096773485,0.6350720788571166,0.5385126618348095,features
0,0,1,3,0.0,0.25,0,0.7812419479515589,0.12241462241462242,0.73020126226844,0.555854855827105,0.5043193585974335,0.499607943845232,0.7927822703951616,0.641218296531345,0.3209587405259182,0.09480840786922541,features
1,0,1,3,0.0,0.25,0,0.7804689513012111,0.12228578300006872,0.7420129902659208,0.5515584823063663,0.5039598943342258,0.49971237801746277,0.7998921155954866,0.6460110537065962,0.3322342179871486,0.09554861150075507,features
2,0,1,3,0.0,0.25,0,0.7849780984282402,0.123282141139284,0.7394885509741236,0.5521392195594946,0.5043785190844015,0.49958911145351825,0.7702611556652272,0.6405667591701953,0.3287224969318962,0.09624757281786195,features
3,0,1,3,0.0,0.25,0,0.7825022548640639,0.1226379440665155,0.7330718259338016,0.5317972047833559,0.505247921023322,0.5001081028199672,0.7712015861048281,0.6670902525448951,0.2992929593932022,0.09585888798251709,features
