fold,classifier,splitter,window,overlap,train_subject_ratio,repeat,score,eval_score,score_balanced_arousal,score_balanced_valence,eval_score_balanced_arousal,eval_score_balanced_valence,score_precision,eval_score_precision,score_recall,eval_score_recall,type
2,0,0,20,0.0,0.25,0,0.5610200364298725,0.3081268221574344,0.6901545459072724,0.7612247707211315,0.5244318181818182,0.5430368738404453,0.734727573540982,0.5478817519878776,0.8064459972962608,0.7219967532467533,features
3,0,0,20,0.0,0.25,0,0.5861440291704649,0.301567055393586,0.725355466130114,0.764418312861349,0.521527133580705,0.5456806586270873,0.7772269355407135,0.547698050681113,0.8239339122045345,0.7195037105751392,features
4,0,0,20,0.0,0.25,0,0.5952597994530537,0.3023566569484937,0.7408716885202034,0.7658708925018864,0.5224605751391466,0.5432745825602968,0.7689373936513525,0.54714782466164,0.8307327676513723,0.72083719851577,features
0,0,0,20,0.0,0.5,0,0.5719489981785064,0.3022959183673469,0.7343584490131101,0.724552033747436,0.5265502354788069,0.5499192013970339,0.7393912760266284,0.5377804337556419,0.8118219170957508,0.6845427059712774,features
1,0,0,20,0.0,0.5,0,0.5712984054669704,0.3084001457725947,0.7188234317266575,0.7371853497082136,0.5223312401883831,0.5509063778768212,0.7484661348418085,0.5363860152768407,0.7915274825387185,0.6848261526832955,features
2,0,0,20,0.0,0.5,0,0.5849658314350797,0.30184037900874633,0.7303231186158015,0.7341667881487361,0.5305010465724751,0.5490232491464019,0.7707829212155526,0.5398735168762219,0.7822393919882842,0.6713813303099017,features
3,0,0,20,0.0,0.5,0,0.566742596810934,0.3021137026239067,0.7209316262508053,0.737828893104586,0.5218144950287807,0.5488342846717231,0.7499102578531782,0.535130332436119,0.7994557825854434,0.688114134542706,features
4,0,0,20,0.0,0.5,0,0.5735763097949886,0.3121355685131195,0.7245731412115253,0.7294778101166324,0.5263932496075353,0.5561648030859854,0.7622897214221714,0.5406039816472984,0.7864086290054648,0.6753590325018897,features
0,0,0,20,0.0,0.75,0,0.5262678408745824,0.3340014577259475,0.6835580896781137,0.7439068430242788,0.5177524856096285,0.5844019425952199,0.7181664139548747,0.611784477147324,0.7394013765799758,0.6414365746298519,features
1,0,0,20,0.0,0.75,0,0.5387184937746735,0.32817055393586003,0.6929735211568314,0.743398080895582,0.5137362637362637,0.5689321183018662,0.7409504845527571,0.6036494073611978,0.7251490020159814,0.6334033613445378,features
2,0,0,20,0.0,0.75,0,0.53780747039174,0.3409256559766764,0.6994737449432692,0.7384896287644702,0.524869178440607,0.5719333187820582,0.7338158610509975,0.609939654481486,0.7302527104913143,0.6392957182873149,features
3,0,0,20,0.0,0.75,0,0.5405405405405406,0.34183673469387754,0.7057575618735696,0.742642289172186,0.518694400837258,0.5771172105205719,0.7297322790616874,0.6085052088684673,0.7392913495532838,0.6486694677871149,features
4,0,0,20,0.0,0.75,0,0.5464763061968408,0.3267128279883382,0.6991876191290274,0.7461907749106238,0.5186159079016222,0.5757121030230274,0.7449207004688849,0.6094969576139322,0.7272952440877927,0.6266706682673069,features
0,0,0,60,0.0,0.25,0,0.5477707006369427,0.274234693877551,0.7083333333333333,0.7045112781954888,0.5347402597402597,0.4797423223401669,0.7636436597110754,0.5243767418006349,0.8223684210526316,0.6772547946239806,features
1,0,0,60,0.0,0.25,0,0.5732484076433121,0.25255102040816324,0.7093892137751787,0.7773755656108597,0.5273944805194806,0.45913013532128677,0.7603970141907965,0.5144401798162913,0.8211301044634378,0.6464767064331018,features
2,0,0,60,0.0,0.25,0,0.5796178343949044,0.266156462585034,0.702859477124183,0.7473129790605062,0.5397321428571429,0.4703123733895146,0.7458166562183537,0.5234078096619457,0.8427918317586102,0.6554713455149501,features
3,0,0,60,0.0,0.25,0,0.645367412140575,0.26700680272108845,0.7704802259887006,0.8107416879795396,0.533400974025974,0.47264200632039544,0.8475043300267675,0.5212168598328671,0.8366566965769359,0.6263827016007248,features
4,0,0,60,0.0,0.25,0,0.5942492012779552,0.26318027210884354,0.7262556145365455,0.7790329482242191,0.5240665584415585,0.4676231666801718,0.7403524100771808,0.5158454702326973,0.8740237691001698,0.6864523557837512,features
0,0,0,60,0.0,0.5,0,0.5270700636942676,0.31760204081632654,0.6829481522622317,0.724100409394527,0.5516359447004608,0.549055829228243,0.7648291856212648,0.5784533882961786,0.7309116809116809,0.64938225011918,features
1,0,0,60,0.0,0.5,0,0.5151515151515151,0.3022959183673469,0.6794929233275633,0.7321531494442157,0.537315668202765,0.5366949461777047,0.7013536379018612,0.5642353819646659,0.7588510417158785,0.6869338948037502,features
2,0,0,60,0.0,0.5,0,0.5311004784688995,0.31600765306122447,0.6804778721319507,0.7618341366950934,0.5466244239631336,0.5304574895092136,0.7086619369740967,0.5654637698278574,0.7692023920472196,0.6981268870173207,features
3,0,0,60,0.0,0.5,0,0.5454545454545454,0.3239795918367347,0.7021779916795823,0.751412429378531,0.5529032258064517,0.5478128991060025,0.7152647614639978,0.5743564768564768,0.7909887950418533,0.70403623073256,features
4,0,0,60,0.0,0.5,0,0.5502392344497608,0.3182397959183674,0.7084359417930193,0.7287432021670355,0.5405990783410138,0.5398535851122058,0.7430340849106403,0.5675323802324579,0.7245466975272785,0.6752542507548069,features
0,0,0,60,0.0,0.75,0,0.5462274176408076,0.3042091836734694,0.697270803821147,0.7188769079960791,0.5516581632653061,0.5580128205128205,0.73470390932223,0.5364121552235352,0.775445087945088,0.5607339089481946,features
1,0,0,60,0.0,0.75,0,0.5419766206163655,0.2857142857142857,0.7021516653953725,0.7158364140480591,0.541454081632653,0.5441391941391942,0.7329796595596039,0.5226853402433793,0.7663919696036148,0.570839874411303,features
2,0,0,60,0.0,0.75,0,0.5430393198724761,0.2869897959183674,0.7089101687186503,0.7072093237516123,0.5586734693877551,0.5163461538461538,0.7352956863790919,0.5218823066416649,0.7658943653823904,0.5358614599686029,features
3,0,0,60,0.0,0.75,0,0.5377258235919234,0.28762755102040816,0.6709346294398753,0.7372750184916308,0.5401785714285714,0.549404761904762,0.7121004805363151,0.5236358948861021,0.7749024059680054,0.5835459183673469,features
4,0,0,60,0.0,0.75,0,0.5468085106382978,0.288265306122449,0.6982958700282962,0.7279227950520075,0.534438775510204,0.5418498168498169,0.7272378681446156,0.5178720263934711,0.784785060455845,0.5708889324960753,features
0,0,0,120,0.0,0.25,0,0.5031847133757962,0.3133503401360544,0.6379954515919428,0.6507551240560949,0.548931623931624,0.5333643951057451,0.677307655820131,0.5571568992083311,0.7918369954011242,0.7092838685861942,features
1,0,0,120,0.0,0.25,0,0.5159235668789809,0.32227891156462585,0.6910130718954248,0.6459512022630834,0.5672161172161172,0.5409103800340329,0.7536429872495447,0.5722591474198893,0.7288293535235877,0.6857419712070875,features
2,0,0,120,0.0,0.25,0,0.5159235668789809,0.32908163265306123,0.6579248366013072,0.6738095238095239,0.5552197802197802,0.5670934284093672,0.6932065217391304,0.5749302346213716,0.7640873015873015,0.6733942414174973,features
3,0,0,120,0.0,0.25,0,0.4394904458598726,0.29549319727891155,0.6751866277182733,0.59688013136289,0.5505799755799756,0.5151426140507253,0.6459451401311866,0.5530679680748309,0.7894660264804307,0.7239018087855298,features
4,0,0,120,0.0,0.25,0,0.5,0.30357142857142855,0.6598684210526315,0.6400462962962963,0.556959706959707,0.5394923425978446,0.7189265536723164,0.567346293424084,0.7587962962962963,0.6683831672203765,features
0,0,0,120,0.0,0.5,0,0.47770700636942676,0.2971938775510204,0.6561992859461214,0.6753138585300451,0.532967032967033,0.5450545830980613,0.6693245778611632,0.598645824567309,0.6377568347767024,0.5749458874458875,features
1,0,0,120,0.0,0.5,0,0.5318471337579618,0.29081632653061223,0.6602305592895841,0.7515923566878981,0.5207417582417583,0.5581592320722755,0.7199759885364625,0.6002115417160264,0.7135474274381174,0.5733766233766233,features
2,0,0,120,0.0,0.5,0,0.5063694267515924,0.29528061224489793,0.6559349593495936,0.7292993630573248,0.5263278388278388,0.5575945793337098,0.7142605633802817,0.6017908601489987,0.6700326238931179,0.5776515151515151,features
3,0,0,120,0.0,0.5,0,0.5047923322683706,0.29081632653061223,0.6868210405946255,0.7295889179470415,0.5114468864468864,0.5679700734048561,0.7210460772104608,0.5980655516569402,0.6856295878035008,0.5960497835497836,features
4,0,0,120,0.0,0.5,0,0.46006389776357826,0.27933673469387754,0.6190799769376494,0.7255206206614946,0.5046245421245421,0.544631093544137,0.6949911868390128,0.585997822321931,0.6960544821970538,0.548538961038961,features
0,0,0,120,0.0,0.75,0,0.5116772823779193,0.29846938775510207,0.6629335793357933,0.6946758420862007,0.5038265306122449,0.6071428571428572,0.7079187623004592,0.6114937028999128,0.7344276032401758,0.49362244897959184,features
1,0,0,120,0.0,0.75,0,0.5095541401273885,0.30357142857142855,0.6874684047086012,0.7222563066151793,0.5229591836734694,0.5889136904761905,0.6945511413520633,0.601285002819019,0.7716603441268122,0.509406887755102,features
2,0,0,120,0.0,0.75,0,0.49148936170212765,0.2869897959183674,0.6490489206225247,0.7034798534798534,0.5063775510204082,0.6049107142857143,0.7279731518245415,0.609946694082784,0.6895604395604396,0.4894770408163265,features
3,0,0,120,0.0,0.75,0,0.5085106382978724,0.29081632653061223,0.6580944427297979,0.7117216117216116,0.5102040816326531,0.6108630952380952,0.6989120927181282,0.6129279847896894,0.7451417004048583,0.518813775510204,features
4,0,0,120,0.0,0.75,0,0.5,0.29464285714285715,0.6755555555555555,0.6993246309979848,0.5153061224489797,0.6104910714285714,0.674202977984836,0.6221129837702871,0.7318308591992801,0.5007971938775511,features
0,0,1,2,0.0,0.25,0,0.41448382126348227,0.23854608957677031,0.5853269761607797,0.6721203938604604,0.514760328747167,0.4966497802720984,0.6355129655267107,0.561659261754132,0.5874043171642952,0.36499541456500895,features
1,0,1,2,0.0,0.25,0,0.4074644752610854,0.23615486463041593,0.5778165010733165,0.6718924555330239,0.5137966195032373,0.4907254640833189,0.6302924344101197,0.5562584138571979,0.5810923080403986,0.36954958522656217,features
2,0,1,2,0.0,0.25,0,0.4071220681390173,0.2364744555540337,0.5751803178656982,0.6748059828552198,0.5146646160191842,0.49125311820549333,0.6294970082411162,0.5585944925436601,0.582530909108907,0.35893534536662636,features
3,0,1,2,0.0,0.25,0,0.4125502953514254,0.237279139843857,0.5810162469695428,0.6718201513421846,0.516284601933781,0.4927606622333482,0.6325912159554794,0.5610461792212368,0.5830717721523017,0.36253595397890703,features
4,0,1,2,0.0,0.25,0,0.40638643951716463,0.2319602337579327,0.5803952228371481,0.6689067939561426,0.5125405613537783,0.486611736519589,0.63195182250287,0.5524542790227511,0.5784191809704817,0.3628173329442661,features
5,0,1,2,0.0,0.25,0,0.39719226159904125,0.2340318677806693,0.5683525087887504,0.6708049979212449,0.5119895961087428,0.4924850424865783,0.623654138436327,0.5552179887077853,0.5741051454138703,0.3717224561257243,features
6,0,1,2,0.0,0.25,0,0.4140558123608971,0.2354529059946126,0.5811414486802027,0.6809085255828291,0.5160800125496116,0.4884673018993354,0.6360113391185875,0.557581859079666,0.5893709149633601,0.35816415857267914,features
7,0,1,2,0.0,0.25,0,0.4042972093819551,0.23730767474775144,0.572402722744975,0.6761945594594672,0.5160196778786769,0.48911617386038775,0.6305696541724353,0.558276399404642,0.5730419045922105,0.361061319771562,features
8,0,1,2,0.0,0.25,0,0.41272151356904374,0.2351960918595626,0.5832889315151581,0.6725696548211761,0.513785375314563,0.4898865379088222,0.634879977722083,0.5569286757808606,0.584466283746992,0.35716891075076074,features
9,0,1,2,0.0,0.25,0,0.4098108038695317,0.23819796374925808,0.5801186741645817,0.6749116911286617,0.5145686290426972,0.4987244702067395,0.6342152543915061,0.5624710999619447,0.5816581324577108,0.3768445954395765,features
0,0,1,2,0.0,0.5,0,0.464346858414655,0.27059649363100946,0.6171248418683071,0.6819459719189742,0.5099767681982448,0.5472170621604346,0.6833013297201367,0.5529822687413672,0.7573425507719362,0.5807356967696733,features
1,0,1,2,0.0,0.5,0,0.46316825750117707,0.26909841117655114,0.6184098644734041,0.6797909284562227,0.5103461415541952,0.5475666147331415,0.682760957666539,0.5533864867829574,0.7572010212165244,0.5832063804484107,features
2,0,1,2,0.0,0.5,0,0.45961563155416685,0.2708447472948911,0.612056761956183,0.6804277786798214,0.5097241684490006,0.5473918384467882,0.6810756933384008,0.5528778807433683,0.7524990449334863,0.5788262178257984,features
3,0,1,2,0.0,0.5,0,0.46359628472370845,0.2695264347349678,0.6162506483703819,0.682608851912536,0.5104020699658284,0.5483481144135507,0.6829854372173796,0.5538367771404893,0.7573919158372209,0.5820303857216609,features
4,0,1,2,0.0,0.5,0,0.4626974275563926,0.27056225174633614,0.6164566376359951,0.6859609871319663,0.5101537724020946,0.5471821069031639,0.6850886268307287,0.5528991120089649,0.7594301244348689,0.5824377489121617,features
5,0,1,2,0.0,0.5,0,0.4613935969868173,0.2740634844541844,0.6164853667480568,0.6831168382372281,0.5115169506109103,0.5495840324384788,0.6837642560170055,0.5548683035570634,0.7573876374788875,0.5814709095434767,features
6,0,1,2,0.0,0.5,0,0.46231220305611437,0.27023695384193946,0.6158536655524937,0.6811425657764445,0.511618973867296,0.5471047059763503,0.682598619354025,0.5538595425435927,0.7546627969202511,0.579996450696954,features
7,0,1,2,0.0,0.5,0,0.4614133458887985,0.2692696205999178,0.6141175397136037,0.6817135650591428,0.5101279592890331,0.544200922818792,0.6826228862907416,0.5507150307056814,0.7549712583109158,0.582169246441478,features
8,0,1,2,0.0,0.5,0,0.4640243119462398,0.2679513080399945,0.6162048374130368,0.6833895391136289,0.5102017110406372,0.5464380592841164,0.6838806134764199,0.5526424645612218,0.7561871929286229,0.5823928064385279,features
9,0,1,2,0.0,0.5,0,0.46749133244874375,0.27150390357485277,0.6193397911765854,0.6846812653327848,0.5098268063033163,0.546969878555449,0.6843043969639282,0.5523104647612878,0.7643202957260551,0.5844872409469725,features
0,0,1,2,0.0,0.75,0,0.4399771722071622,0.298674839063142,0.6204340761197786,0.6639932590952419,0.5318226516213094,0.5079997603068074,0.6629094192176112,0.5731904262736756,0.6670177823091895,0.5200523330137424,features
1,0,1,2,0.0,0.75,0,0.4426023683835069,0.29511368305711544,0.6183808831271784,0.663911295706902,0.5279469970745139,0.5052283077660594,0.6621676577974014,0.5699553748759583,0.6654347054060916,0.5145483780760627,features
2,0,1,2,0.0,0.75,0,0.4429447852760736,0.29872620189015203,0.623555713400265,0.6646078249185684,0.5302210094156403,0.5073006551613934,0.6657558228692706,0.5720856890969668,0.6643845119185918,0.5170401885586449,features
3,0,1,2,0.0,0.75,0,0.4393779426451705,0.29699698671414876,0.617012547557216,0.6661709579865116,0.527427047225705,0.5083742809204219,0.662647668028602,0.5712586605008115,0.665582994392518,0.5167595477788431,features
4,0,1,2,0.0,0.75,0,0.4421869649583381,0.29624366525133544,0.6212359081750303,0.667057630277498,0.530663519925265,0.5091882390540108,0.6641768883118382,0.573238534911126,0.6712444710744099,0.5189876957494407,features
5,0,1,2,0.0,0.75,0,0.44154658296475957,0.2983837830434187,0.6198702366315127,0.6669576837536344,0.5285984708803502,0.5099922099712368,0.6628964589538299,0.5726811775385643,0.6725627901629925,0.5180738654522212,features
6,0,1,2,0.0,0.75,0,0.43920673419888717,0.29785303383098205,0.6189418028828078,0.6632720991283535,0.5297735821225754,0.5084791466922339,0.6629217839652118,0.572529128544956,0.6621806270003886,0.516053451581975,features
7,0,1,2,0.0,0.75,0,0.443115993722357,0.29607245582796876,0.6198952936732245,0.668287222392418,0.5284976768198244,0.5066165308405242,0.6644916519200177,0.5710335449309819,0.6696856599132395,0.515013782358581,features
8,0,1,2,0.0,0.75,0,0.4380938792980454,0.2976133406382687,0.6169581504724819,0.6636285919908653,0.5311269267645107,0.5075653163950143,0.6614385592725178,0.5726754513875201,0.6640770859528514,0.5173687679769894,features
9,0,1,2,0.0,0.75,0,0.4353384316858806,0.2949938364607588,0.6147070275195786,0.6632102427024938,0.528722619662217,0.5057975790987537,0.6605220326684227,0.5706495733242438,0.6614697756246086,0.5163680488974114,features
0,0,1,3,0.0,0.25,0,0.49768101004895643,0.28226997869855014,0.6616292409855118,0.6387361607725962,0.5063426472517382,0.5144502721076742,0.6985349383795527,0.5249053280817851,0.8159916462682548,0.7199785914109381,features
1,0,1,3,0.0,0.25,0,0.5061839732027827,0.2815656565656566,0.6606308713689402,0.6390166913910929,0.5054973435655254,0.5114343336124391,0.6969617993463455,0.5236312994320018,0.8207816214430766,0.7177475449145639,features
2,0,1,3,0.0,0.25,0,0.5011594949755218,0.28349824778396204,0.6665800126354058,0.6323587290020156,0.5047979797979798,0.5137748115626731,0.6967169463013008,0.5240088636204008,0.8291788433804372,0.7258234336722709,features
3,0,1,3,0.0,0.25,0,0.5233861615771164,0.2819264069264069,0.6825354772898486,0.6461952775995875,0.5052948314311951,0.5128421398982942,0.7090802487554176,0.5239199528498397,0.8322745057213995,0.7251839216691225,features
4,0,1,3,0.0,0.25,0,0.5151398015719624,0.2821583178726036,0.6726612733773208,0.6426882635715314,0.5061483339892431,0.5121754781425797,0.7034734628642991,0.5240774846082529,0.8263317108115678,0.7241827059480337,features
