fold;classifier;splitter;window;overlap;repeat;score;score_balanced_arousal;score_balanced_valence;score_precision;score_recall;type
5;2;1;60;0;0;0.33306772908366533;0.5410313170269457;0.5456337220612477;0.5748003862487151;0.5931745498135558;features
6;2;1;60;0;0;0.33386454183266934;0.5430795600992273;0.5765982015751581;0.5889943300753242;0.6106189894807619;features
7;2;1;60;0;0;0.35406698564593303;0.5508417508417509;0.5802552866333499;0.5949652866731567;0.6064798793202892;features
8;2;1;60;0;0;0.3277511961722488;0.5313973063973063;0.5666755557151026;0.5789203470863739;0.6050412618128577;features
9;2;1;60;0;0;0.33014354066985646;0.5407413265709629;0.5854079432194936;0.5916722841586726;0.6123824100756873;features
0;3;1;6;0;0;0.3455456497689855;0.5453492470086645;0.5375517051096756;0.5618161208897119;0.8397228611542598;features
1;3;1;6;0;0;0.33383223791240973;0.5354666566100711;0.5331661085677785;0.5575487905639505;0.8228331351934133;features
2;3;1;6;0;0;0.3360015618898868;0.5388554839546222;0.5338765945694118;0.5586680487558702;0.8311266179565396;features
3;3;1;6;0;0;0.34107770402186643;0.5412103942047282;0.5344951106761987;0.5596961599528236;0.832555269820262;features
4;3;1;6;0;0;0.3409475465313029;0.5413039982418926;0.5360965258773911;0.5604150807900345;0.8258420384472801;features
5;3;1;6;0;0;0.3429426693564131;0.5447911745887475;0.5387675587012878;0.5622200236418596;0.8340907142725578;features
6;3;1;6;0;0;0.33676059087655363;0.5396410016233247;0.5300703715144005;0.5582384178747131;0.8188762773014302;features
7;3;1;6;0;0;0.3424443576727841;0.5412023921072611;0.5375397642807948;0.5603939258128838;0.8361831007468907;features
8;3;1;6;0;0;0.33990628660679423;0.5398599765462091;0.5356665838369561;0.55955002193565;0.831831370333933;features
9;3;1;6;0;0;0.3386697904464402;0.5376643096960358;0.5367443207015662;0.5592579364163084;0.8284496425711789;features
0;3;1;10;0;0;0.3384277075316108;0.5410753630363101;0.5357538798067357;0.5602043972421895;0.8260956412649523;features
1;3;1;10;0;0;0.3349092908191314;0.5369012792340657;0.5346471283696996;0.5580998926605124;0.8347770054318135;features
2;3;1;10;0;0;0.34264350120958875;0.5429123076266386;0.5396261686708477;0.5615167963551091;0.8387163554531596;features
3;3;1;10;0;0;0.34374312733670553;0.5470338317125982;0.5359167773301832;0.5618400066880861;0.8382631390604037;features
4;3;1;10;0;0;0.34022432372993183;0.5395253164910018;0.5390363207924107;0.5607926577536892;0.8221054366903622;features
5;3;1;10;0;0;0.34425508521165477;0.5444759004569162;0.5411415836141233;0.5626590341726738;0.8375248201204848;features
6;3;1;10;0;0;0.33919736118746563;0.5446885676287401;0.5349691686578585;0.5611980590287861;0.8261294032420329;features
7;3;1;10;0;0;0.34011436111722015;0.5419998195590255;0.5388541690587489;0.5609819122180177;0.8394174551852128;features
8;3;1;10;0;0;0.3469320431053442;0.5448770285057936;0.5360810113009646;0.560768962224341;0.8501277983820354;features
9;3;1;10;0;0;0.33010776336045744;0.5319875562636253;0.5357723382212503;0.5574954742917944;0.8074308013169758;features
0;3;1;20;0;0;0.3293099521749032;0.5418365695153197;0.5317929736511919;0.5595566493794959;0.8207653159156691;features
1;3;1;20;0;0;0.34411295832384425;0.5472026546194314;0.5399082275251338;0.5630970910523626;0.8412351772083628;features
2;3;1;20;0;0;0.3464692482915718;0.5415890978482771;0.5386390393021689;0.5609971127696747;0.8320413633015389;features
3;3;1;20;0;0;0.3350797266514806;0.5348693347009867;0.5433830466048583;0.5601700942432759;0.8293123434332033;features
4;3;1;20;0;0;0.3428246013667426;0.5481796698279241;0.5354612689029584;0.562410790727194;0.833703018398545;features
5;3;1;20;0;0;0.34661808244135733;0.5484739641353275;0.5378935591802593;0.5632044333971721;0.8368179325596888;features
6;3;1;20;0;0;0.3427465269870189;0.546144901375537;0.5376499913836517;0.5627080380050151;0.824675800007808;features
7;3;1;20;0;0;0.35170842824601367;0.5467365313333622;0.5416897072542963;0.5636588466148512;0.8356392339207437;features
8;3;1;20;0;0;0.3378132118451025;0.5451252784984231;0.5406112717588405;0.562733224853211;0.8366633851857962;features
9;3;1;20;0;0;0.32437357630979496;0.5314658247193388;0.5315125149358452;0.5557812362244062;0.819099780250301;features
0;3;1;30;0;0;0.332624867162593;0.5416734626072248;0.5281857772660077;0.5576998050682261;0.8518884102531814;features
1;3;1;30;0;0;0.324477506199079;0.524054782163984;0.5295196146392556;0.5528370225425661;0.8082075429622835;features
2;3;1;30;0;0;0.33982990786676115;0.5383796673140933;0.526052064636502;0.5563251395950342;0.8292884970196788;features
3;3;1;30;0;0;0.32494684620836284;0.5405601985799598;0.5267406565420029;0.5575095872247986;0.8322289755348335;features
4;3;1;30;0;0;0.3401842664776754;0.5532764609134345;0.527991260958611;0.5606336677902699;0.8694517525341072;features
5;3;1;30;0;0;0.32589443854055966;0.5458529660505014;0.5180455452897983;0.5567908396767633;0.8370245415940842;features
6;3;1;30;0;0;0.3375841303577754;0.5559487111855643;0.5220239028907115;0.5608344853304004;0.8576153713632584;features
7;3;1;30;0;0;0.3238837703756201;0.533184975943134;0.5255416965183072;0.5544729084314552;0.8248250205124208;features
8;3;1;30;0;0;0.33664068036853295;0.5331164723043817;0.5391218934252131;0.5583859307589745;0.8269012190113583;features
9;3;1;30;0;0;0.3345145287030475;0.5422034662455387;0.5300005822652143;0.559467241504089;0.8183530742907847;features
0;3;1;60;0;0;0.3250996015936255;0.4993542487123185;0.49967236277631594;0.5355914896478531;0.9330116820672969;features
1;3;1;60;0;0;0.3450199203187251;0.534131022784578;0.5023222826476583;0.5457437076107274;0.9662150206580495;features
2;3;1;60;0;0;0.33891547049441784;0.5167508417508417;0.5030436443731041;0.5408432138205135;0.9562902080837659;features
3;3;1;60;0;0;0.335725677830941;0.5057239057239057;0.5067039664814497;0.5387171817879695;0.9607081059496871;features
4;3;1;60;0;0;0.3413078149920255;0.5143058322894689;0.5072783357650009;0.5416917446878444;0.9502705648081903;features
5;3;1;60;0;0;0.33784860557768925;0.508134937819373;0.5059333053476538;0.5395189430671938;0.9655122460444193;features
6;3;1;60;0;0;0.34422310756972113;0.5292855432794918;0.5030609579992011;0.545003664058014;0.9471262308570215;features
7;3;1;60;0;0;0.3365231259968102;0.5079124579124579;0.5010051462462147;0.5379046381560364;0.9539664581392253;features
8;3;1;60;0;0;0.3253588516746411;0.5162457912457913;0.5014807958091555;0.5406856848255714;0.8907460401969919;features
9;3;1;60;0;0;0.33811802232854865;0.5152599796414549;0.5037757087947733;0.5411526553941415;0.9419498386357243;features
0;0;1;6;0;1;0.498535823517928;0.6685326385940573;0.6992308984992076;0.7001575657860658;0.7263694047579128;features
1;0;1;6;0;1;0.4900110626667534;0.6600277847426497;0.6953879875809551;0.6937795898769306;0.723456224360805;features
2;0;1;6;0;1;0.49368736170766625;0.6584986658413803;0.6996482182171411;0.6954869831612105;0.7222465756126417;features
3;0;1;6;0;1;0.48379539242483405;0.6618258564181103;0.6943743091985909;0.6951862681824514;0.7196300058138123;features
4;0;1;6;0;1;0.49323181049069376;0.6639751153375765;0.6985950809398145;0.6990495612191013;0.7190441783779384;features
5;0;1;6;0;1;0.4904665842389536;0.660525939108908;0.6953102538796141;0.6919838273390215;0.7303615058183386;features
6;0;1;6;0;1;0.4900110626667534;0.6538113732620946;0.7002271497479121;0.6954256527996587;0.7139653590907851;features
7;0;1;6;0;1;0.4869842509436418;0.6542180024155121;0.6955902853266938;0.6919041927763903;0.7179499245084264;features
8;0;1;6;0;1;0.49232070805674866;0.6665088673433689;0.6925527016486062;0.696945260760504;0.7197477376517165;features
9;0;1;6;0;1;0.49804763764154625;0.6620797300384165;0.7040013632321094;0.6994173806899071;0.7246114314489389;features
0;0;1;10;0;1;0.5159978009895547;0.6835982495808919;0.716937084012216;0.7161656221834636;0.7371167311627462;features
1;0;1;10;0;1;0.5212754260582738;0.6792209913414169;0.726404876079443;0.7169323284947866;0.7435304825264906;features
2;0;1;10;0;1;0.512315812623708;0.6723863221860908;0.7155682151660528;0.7117545676694772;0.7265360358138948;features
3;0;1;10;0;1;0.5078073455025292;0.6688725252423342;0.7107146710593708;0.7041417283937428;0.7349237740817969;features
4;0;1;10;0;1;0.5070376072135474;0.6725904849189255;0.7114806980838428;0.7067311850478055;0.7352538407050065;features
5;0;1;10;0;1;0.5099505222649807;0.674973530522053;0.7152160292261502;0.7102382973479653;0.7358808020770873;features
6;0;1;10;0;1;0.5159978009895547;0.6801720611136588;0.7118122808076273;0.7111037210048159;0.7368966691432184;features
7;0;1;10;0;1;0.51572465361777;0.6765953504435356;0.7206453778290625;0.7152641479688586;0.7332591706508824;features
8;0;1;10;0;1;0.512975588299978;0.6752988917431763;0.7166133448670096;0.7115760173951193;0.7353180438923375;features
9;0;1;10;0;1;0.5130855509126897;0.6770328817303224;0.71589475725283;0.7101265284011763;0.7412351748262092;features
0;0;1;20;0;1;0.536779776816215;0.6938167916377629;0.7364130071099958;0.7288392839895361;0.7526493943182931;features
1;0;1;20;0;1;0.5388294238214529;0.6907781976334124;0.73608574772336;0.7265038454150202;0.7540133237033084;features
2;0;1;20;0;1;0.5239179954441914;0.6862615354130103;0.7208541535510541;0.7192075452242943;0.7393027160676064;features
3;0;1;20;0;1;0.5291571753986333;0.6888508630537081;0.7173893303824643;0.7170268281944678;0.7447593086241804;features
4;0;1;20;0;1;0.5252847380410023;0.6920682974816724;0.7241549465657128;0.7207573787967299;0.7518249640214791;features
5;0;1;20;0;1;0.5313140514689136;0.685397003606608;0.7244491844416563;0.7177482314702697;0.7490248110622266;features
6;0;1;20;0;1;0.521976770667274;0.6974536525567709;0.7091295438689245;0.7194204341218619;0.7389794234131064;features
7;0;1;20;0;1;0.5289293849658314;0.6913787878283284;0.7231011992822007;0.7222526577365287;0.7438871112693362;features
8;0;1;20;0;1;0.5318906605922551;0.689061297960842;0.7228467851658995;0.7150505630489219;0.7610114124622467;features
9;0;1;20;0;1;0.5271070615034169;0.6866591689058994;0.7231340471574139;0.7201262770677832;0.7423088961469757;features
0;0;1;30;0;1;0.5228480340063762;0.6950253715114172;0.7132517143230082;0.7159744367191175;0.7524267005267908;features
1;0;1;30;0;1;0.5419766206163655;0.7025438027777666;0.7331695617634706;0.7307848963307966;0.7570745332543947;features
2;0;1;30;0;1;0.5226789510985117;0.6895263980786744;0.7210147110572165;0.7234795161786312;0.7328884378248165;features
3;0;1;30;0;1;0.538979447200567;0.6888428728008318;0.7395383396327678;0.7265494623176119;0.7549967556662005;features
4;0;1;30;0;1;0.5450035435861091;0.706644602787202;0.7441949423937176;0.7382321673778551;0.762282440005968;features
5;0;1;30;0;1;0.544810485299327;0.6941222665216866;0.7463469767507749;0.7304852310175507;0.765481912117587;features
6;0;1;30;0;1;0.5267445979454481;0.7015028450160875;0.7131668294262599;0.7233323887268839;0.7419862475218693;features
7;0;1;30;0;1;0.5379163713678242;0.693663312674785;0.7342184608451959;0.7242745401300694;0.7614120864350069;features
8;0;1;30;0;1;0.5418143160878809;0.7020031269896277;0.7319734487062319;0.7306225571207471;0.7547703966143341;features
9;0;1;30;0;1;0.5432317505315379;0.6866911485055247;0.7464019807143635;0.7333004515574907;0.7441031993170917;features
0;0;1;60;0;1;0.5227091633466135;0.6810447160477474;0.7139995802148071;0.7089550180644806;0.7508105788838119;features
1;0;1;60;0;1;0.5075697211155379;0.6899529842041189;0.6870308067307791;0.704953327775891;0.7311766241119693;features
2;0;1;60;0;1;0.4944178628389155;0.6674242424242425;0.7084563056259984;0.7037265305023193;0.7284517946670216;features
3;0;1;60;0;1;0.5159489633173844;0.6555555555555556;0.73653373265674;0.7071264367816092;0.7467789165446559;features
4;0;1;60;0;1;0.5079744816586922;0.6796947748952096;0.7157628470254593;0.7188637130127624;0.7195052529221664;features
5;0;1;60;0;1;0.5075697211155379;0.6713138682412638;0.7187196039685059;0.7052246284732425;0.7519495915036294;features
6;0;1;60;0;1;0.501195219123506;0.6527567658429989;0.709797882037259;0.6972067210400441;0.7251251868956304;features
7;0;1;60;0;1;0.5135566188197768;0.6696127946127947;0.7128627949732431;0.7039227895392279;0.7402668707573539;features
8;0;1;60;0;1;0.5382775119617225;0.6861111111111111;0.7464390386494116;0.7319742489270387;0.7462254314743333;features
9;0;1;60;0;1;0.5127591706539075;0.6864541690371531;0.7122884256896919;0.7110533237685318;0.750226485891424;features
0;2;1;6;0;1;0.38550139910197173;0.5868942956832683;0.5986534790285916;0.6186723938607466;0.6416467410786183;features
1;2;1;6;0;1;0.38205245005531335;0.5798314212211833;0.594417064558646;0.6140775847897832;0.6329583064903553;features
2;2;1;6;0;1;0.3838995184172849;0.5791303972873195;0.6057006354378222;0.6178752870613655;0.6425890664604861;features
3;2;1;6;0;1;0.3697123519458545;0.5712168835489924;0.5957420547901202;0.6099345306280657;0.634146579105476;features
4;2;1;6;0;1;0.3811011323701679;0.5815425813105597;0.597394991653815;0.6157136456839064;0.638088563406926;features
5;2;1;6;0;1;0.3780178304158261;0.5803093587988016;0.5935411073358241;0.612513231383216;0.6426778172032397;features
6;2;1;6;0;1;0.38478557948851433;0.5833776706886253;0.5998693756617659;0.617561556318229;0.6406330736482762;features
7;2;1;6;0;1;0.3797344787192503;0.5769113697878312;0.5963711501709941;0.6134572759666477;0.6329954717456432;features
8;2;1;6;0;1;0.3846804633606664;0.581566449825116;0.5993349350872307;0.6164144440212285;0.6399321725845111;features
9;2;1;6;0;1;0.3885201093322921;0.5800704891006425;0.6041835811954505;0.6171870870874766;0.6456244334163308;features
0;2;1;10;0;1;0.4017592083562397;0.596262624166003;0.6114273543593702;0.6298624762965154;0.6442825919233449;features
1;2;1;10;0;1;0.400109950522265;0.588583700153401;0.6097804218028271;0.6236632512675319;0.6515519485591803;features
2;2;1;10;0;1;0.39520563008577086;0.5848780762275807;0.6139121653223957;0.6242034287024468;0.6486722582673794;features
3;2;1;10;0;1;0.38871783593578185;0.5778320987031532;0.604189328980024;0.6161992955207443;0.6443190415795745;features
4;2;1;10;0;1;0.3967451066637343;0.5841436270356053;0.615167091305458;0.6240929288346756;0.6511410767792073;features
5;2;1;10;0;1;0.38658603628367233;0.5865067447217203;0.6055822364216878;0.621481554891008;0.6449214014069482;features
6;2;1;10;0;1;0.3953820780648708;0.5865574120931517;0.6119754774595196;0.6241640981074981;0.6484039091598456;features
7;2;1;10;0;1;0.39333626566967234;0.5815461754274317;0.6159073996362718;0.6235151046970282;0.6482238048090464;features
8;2;1;10;0;1;0.3950956674730592;0.5800663169086775;0.6128116490129165;0.6226459624889739;0.6386912762851809;features
9;2;1;10;0;1;0.3958654057620409;0.5908260913917289;0.6102383657284048;0.6251296884443687;0.6511240096481123;features
0;2;1;20;0;1;0.38670006832156684;0.5797336261786392;0.6035330405687998;0.6161588602864321;0.6512577596699233;features
1;2;1;20;0;1;0.39763151901616944;0.5955339053190174;0.6021570567892642;0.6236805230812422;0.650587886990357;features
2;2;1;20;0;1;0.4;0.590216629311522;0.6109637838576336;0.624017041319641;0.657810195817939;features
3;2;1;20;0;1;0.4070615034168565;0.5968204555218453;0.618734189344777;0.6312913928111987;0.6598046813381785;features
4;2;1;20;0;1;0.3895216400911162;0.5910095353948637;0.607769694131884;0.624350408439065;0.6490793675591726;features
5;2;1;20;0;1;0.3894329309952175;0.5911408191706591;0.6086603931409452;0.6243106205776477;0.6531815685947049;features
6;2;1;20;0;1;0.3873832839899795;0.5871200441743054;0.5990804766931961;0.6179174445013518;0.6491909188576419;features
7;2;1;20;0;1;0.39749430523917995;0.5893155682699962;0.6204891446141305;0.6283542529836196;0.6593292826762412;features
8;2;1;20;0;1;0.3940774487471526;0.588651168444505;0.6102011691751354;0.6232545222178529;0.6551273952639585;features
9;2;1;20;0;1;0.38610478359908884;0.577926442429083;0.6010820131939663;0.6157182797709754;0.6380219055352947;features
0;2;1;30;0;1;0.3726532058094226;0.5717077443518184;0.6017946637174678;0.6124949552930432;0.6394395239994124;features
1;2;1;30;0;1;0.3924902585901523;0.5971297150151613;0.6064306062246689;0.6270869314910765;0.6484338038466012;features
2;2;1;30;0;1;0.3766832034018427;0.5823887218832859;0.59602388806331;0.615102268657974;0.6399581958176553;features
3;2;1;30;0;1;0.38128986534372783;0.5691151344686133;0.6014012338959365;0.6125034502604579;0.6265550691730495;features
4;2;1;30;0;1;0.38377037562012756;0.5803173067962291;0.6080223488578742;0.6194705818732424;0.6451213050515003;features
