fold,classifier,splitter,window,overlap,repeat,score,score_balanced_arousal,score_balanced_valence,score_precision,score_recall,type
0,2,1,30,0,0,0.27722772277227725,0.5,0.5436758893280633,0.5536805854498493,0.8045454545454546,raw
1,2,1,30,0,0,0.3465346534653465,0.49065420560747663,0.607509881422925,0.5704470198675498,0.9133814783347494,raw
2,2,1,30,0,0,0.20297029702970298,0.5005902606984751,0.48656126482213435,0.5018421052631579,0.5362361937128293,raw
3,2,1,30,0,0,0.2935323383084577,0.5,0.5514060630235341,0.5550201747169663,0.8394495412844036,raw
4,2,1,30,0,0,0.27860696517412936,0.5004464285714286,0.5713286713286714,0.5731344896525639,0.7588744588744589,raw
5,2,1,30,0,0,0.24752475247524752,0.5208333333333334,0.5405138339920948,0.5707070707070707,0.6818181818181819,raw
6,2,1,30,0,0,0.297029702970297,0.4953271028037383,0.5230237154150198,0.5442571316081464,0.8498725573491929,raw
7,2,1,30,0,0,0.21782178217821782,0.5105263157894737,0.5340909090909091,0.5692241379310345,0.6590909090909091,raw
8,2,1,30,0,0,0.3283582089552239,0.5,0.5675608296769047,0.5576005109587199,0.8990825688073394,raw
9,2,1,30,0,0,0.31840796019900497,0.5,0.5995504495504496,0.5859362978919833,0.7863636363636364,raw
0,2,1,60,0,0,0.32222222222222224,0.5,0.6861622697859632,0.6426900584795322,0.7959183673469388,raw
1,2,1,60,0,0,0.18888888888888888,0.5,0.5,0.26666666666666666,0.5,raw
2,2,1,60,0,0,0.3,0.5,0.665754106520657,0.6416666666666666,0.7755102040816326,raw
3,2,1,60,0,0,0.30337078651685395,0.5,0.6295731707317074,0.5973782771535581,0.8125,raw
4,2,1,60,0,0,0.19101123595505617,0.5,0.5214285714285715,0.576608784473953,0.5714285714285714,raw
5,2,1,60,0,0,0.32222222222222224,0.5,0.6495769039323046,0.614769647696477,0.7959183673469388,raw
6,2,1,60,0,0,0.3333333333333333,0.5,0.6515679442508711,0.6256410256410256,0.7857142857142857,raw
7,2,1,60,0,0,0.2,0.5,0.5082130413140866,0.6,0.5204081632653061,raw
8,2,1,60,0,0,0.3258426966292135,0.5,0.6697154471544715,0.6324659964518036,0.7916666666666667,raw
9,2,1,60,0,0,0.1797752808988764,0.5,0.5,0.25842696629213485,0.5,raw
0,3,1,6,0,0,0.4107468123861566,0.6024287995741283,0.5693411371237458,0.5889797775840179,0.8874622443901818,raw
1,3,1,6,0,0,0.39162112932604737,0.590838300038935,0.5726354515050167,0.5872537834080835,0.8715508228348958,raw
2,3,1,6,0,0,0.4089253187613843,0.5915371329879102,0.5900133779264214,0.5928945644194057,0.878883844247665,raw
3,3,1,6,0,0,0.4010938924339107,0.5661039662379743,0.5900485762144053,0.5850851772718715,0.8530831782905299,raw
4,3,1,6,0,0,0.398359161349134,0.5873116917744301,0.5592103940322115,0.5810517848935193,0.8755223941155672,raw
5,3,1,6,0,0,0.40710382513661203,0.5921413361724781,0.5748494983277592,0.5871123412107019,0.8873754498848526,raw
6,3,1,6,0,0,0.39799635701275043,0.5987101540427486,0.5677826086956521,0.5882334798466531,0.8726064428925433,raw
7,3,1,6,0,0,0.4016393442622951,0.5873191769744527,0.5612909698996655,0.5832975267344783,0.85698008907065,raw
8,3,1,6,0,0,0.40200546946216953,0.5905420991926182,0.5768860971524288,0.5884914094296245,0.8677615296783804,raw
9,3,1,6,0,0,0.4284412032816773,0.5942207705639249,0.5964772354072694,0.5952758185072113,0.8843545498281389,raw
0,3,1,10,0,0,0.38,0.5657135262398421,0.5590071003206596,0.5716554911579633,0.9149321042719794,raw
1,3,1,10,0,0,0.3923076923076923,0.5829621750980523,0.5528038631852191,0.5756769500202075,0.9224605096275799,raw
2,3,1,10,0,0,0.38769230769230767,0.5791920304650477,0.5550752023209651,0.5746985841117696,0.9324834049842697,raw
3,3,1,10,0,0,0.38366718027734975,0.5556555612701678,0.5594565883163617,0.5685455169433358,0.9178511671056773,raw
4,3,1,10,0,0,0.38212634822804314,0.5728948470883954,0.5536723163841808,0.571972853345331,0.924938283877595,raw
5,3,1,10,0,0,0.37538461538461537,0.5606820080504291,0.5595606199419759,0.5702635203851749,0.9135692338190108,raw
6,3,1,10,0,0,0.37538461538461537,0.5537269351668076,0.5483184455642083,0.5655307994757536,0.9135329676664855,raw
7,3,1,10,0,0,0.3676923076923077,0.5608446263568247,0.5584535806993434,0.5703985507246376,0.9222793233516167,raw
8,3,1,10,0,0,0.3898305084745763,0.5608749071375507,0.554168899777965,0.5683623457833361,0.9248422046617961,raw
9,3,1,10,0,0,0.3913713405238829,0.5846774193548387,0.5714689265536723,0.5829567519858783,0.8931648358931027,raw
0,3,1,20,0,0,0.35668789808917195,0.5401667683546878,0.5349036927984296,0.5554215559763143,0.9521531100478469,raw
1,3,1,20,0,0,0.37579617834394907,0.5547053077173559,0.5553101868891342,0.566980625335715,0.9522475868385823,raw
2,3,1,20,0,0,0.3503184713375796,0.5321556496255291,0.5378276694066167,0.5556942201340969,0.9432114422602691,raw
3,3,1,20,0,0,0.3865814696485623,0.5662776412776412,0.544179350061703,0.5651913441289667,0.9700534759358288,raw
4,3,1,20,0,0,0.3706070287539936,0.5622442298248486,0.5312165390000824,0.560842084307968,0.9495435743831122,raw
5,3,1,20,0,0,0.35987261146496813,0.5264185478950579,0.5349036927984296,0.5514661596419335,0.9551834130781499,raw
6,3,1,20,0,0,0.3821656050955414,0.550594268967763,0.5431030957346746,0.5619258413061069,0.9670436130486859,raw
7,3,1,20,0,0,0.3980891719745223,0.5783539563660045,0.5675172780435939,0.5781084656084656,0.943475657014021,raw
8,3,1,20,0,0,0.36741214057507987,0.5349303849303849,0.539407651172357,0.5556112601208232,0.9370766488413547,raw
9,3,1,20,0,0,0.3738019169329074,0.5473072515960059,0.5318136891524586,0.557277212457601,0.9283269148480959,raw
0,3,1,30,0,0,0.3613861386138614,0.5232900943396226,0.525296442687747,0.5475643896976483,0.9582332761578045,raw
1,3,1,30,0,0,0.3564356435643564,0.5339399901623216,0.525296442687747,0.5528835386338186,0.9631265930331351,raw
2,3,1,30,0,0,0.3613861386138614,0.5363010329562223,0.5289525691699605,0.5547927461139897,0.9535259133389975,raw
3,3,1,30,0,0,0.373134328358209,0.5511916583912612,0.5242820103709613,0.5555767986352138,0.9532196641855635,raw
4,3,1,30,0,0,0.35323383084577115,0.5248511904761904,0.5312687312687313,0.5500713181980268,0.938961038961039,raw
5,3,1,30,0,0,0.3465346534653465,0.544123427672956,0.4972332015810277,0.5460301258000442,0.962778730703259,raw
6,3,1,30,0,0,0.36633663366336633,0.5263649778652238,0.549802371541502,0.5575625363583478,0.9533984706881904,raw
7,3,1,30,0,0,0.3613861386138614,0.5345302508607969,0.5352766798418973,0.5557724957555178,0.962999150382328,raw
8,3,1,30,0,0,0.38308457711442784,0.5653426017874876,0.545173514160351,0.564836738869888,0.9719577635450927,raw
9,3,1,30,0,0,0.38308457711442784,0.5352678571428571,0.5568431568431569,0.5599564941539019,0.948051948051948,raw
0,3,1,60,0,0,0.35555555555555557,0.5408213755566551,0.5161772025883524,0.5498039215686275,0.9157620495006513,raw
1,3,1,60,0,0,0.36666666666666664,0.5505952380952381,0.528372324539572,0.5602497096399536,0.9587585034013606,raw
2,3,1,60,0,0,0.4111111111111111,0.5625,0.5487804878048781,0.5688343382141832,0.9791666666666667,raw
3,3,1,60,0,0,0.3707865168539326,0.560790273556231,0.5365853658536586,0.5595575723199093,0.9893617021276595,raw
4,3,1,60,0,0,0.3707865168539326,0.5371587462082912,0.539795918367347,0.5544642857142856,0.957187222715173,raw
5,3,1,60,0,0,0.36666666666666664,0.5581395348837209,0.538576406172225,0.5588235294117647,0.9897959183673469,raw
6,3,1,60,0,0,0.37777777777777777,0.5520833333333334,0.5487804878048781,0.5661337209302326,0.96875,raw
7,3,1,60,0,0,0.35555555555555557,0.5639880952380952,0.5303633648581384,0.5652979314603273,0.9381377551020409,raw
8,3,1,60,0,0,0.4157303370786517,0.5977710233029382,0.5383638211382114,0.571969696969697,0.9683067375886525,raw
9,3,1,60,0,0,0.39325842696629215,0.5487866531850354,0.5897959183673469,0.5721518987341772,0.957187222715173,raw
0,0,1,6,0,1,0.4599271402550091,0.6618778280542987,0.651943143812709,0.6649166081799619,0.7505902026362385,raw
1,0,1,6,0,1,0.4854280510018215,0.6693521818563,0.6654682274247492,0.6764521359086424,0.7505718543677544,raw
2,0,1,6,0,1,0.48633879781420764,0.6729062465682311,0.6671571906354515,0.6772359966435624,0.7598514911535863,raw
3,0,1,6,0,1,0.4612579762989973,0.685546132767966,0.6548844221105528,0.6784233243060257,0.7531819999652241,raw
4,0,1,6,0,1,0.4785779398359161,0.6765347953606187,0.6725357068652356,0.6848558044210218,0.7473959993739965,raw
5,0,1,6,0,1,0.4681238615664845,0.6512110726643598,0.672123745819398,0.6720643202367569,0.7383348184837579,raw
6,0,1,6,0,1,0.4599271402550091,0.6560993141453773,0.6595016722408027,0.666797304730473,0.7502426048832898,raw
7,0,1,6,0,1,0.48360655737704916,0.6840326654487007,0.660304347826087,0.6781183788776008,0.7660884583614929,raw
8,0,1,6,0,1,0.47675478577939834,0.6703885566467321,0.673609715242881,0.684366014447016,0.7372256321978984,raw
9,0,1,6,0,1,0.4612579762989973,0.665281295827223,0.6394427651289201,0.6667574864997545,0.7247294563623401,raw
0,0,1,10,0,1,0.4461538461538462,0.6533094098883573,0.623129485417621,0.6549203063839374,0.7094855783526614,raw
1,0,1,10,0,1,0.5046153846153846,0.677909041699509,0.6848850969613681,0.6875425073679438,0.7643754838497142,raw
2,0,1,10,0,1,0.46307692307692305,0.6665891112145184,0.6828905176362804,0.6857260343300577,0.7427360774818402,raw
3,0,1,10,0,1,0.43297380585516176,0.6454987904070709,0.6425187581349054,0.6566227095305215,0.726276858340374,raw
4,0,1,10,0,1,0.4576271186440678,0.6688311688311688,0.6641242937853107,0.679549114331723,0.7294555726759117,raw
5,0,1,10,0,1,0.48307692307692307,0.6843434343434344,0.6694056344480073,0.6778779472954231,0.7829566854990584,raw
6,0,1,10,0,1,0.4430769230769231,0.6440394678113219,0.660072148419606,0.6662358189034456,0.7224638039235065,raw
7,0,1,10,0,1,0.4707692307692308,0.6586167272865405,0.6569991601771263,0.6679844394201357,0.7441032102913805,raw
8,0,1,10,0,1,0.46841294298921415,0.6874726174829038,0.6470934461373554,0.675873163288998,0.7551521627487037,raw
9,0,1,10,0,1,0.47919876733436056,0.6922392124005028,0.6471751412429378,0.6800254059807052,0.7467278029060425,raw
0,0,1,20,0,1,0.4171974522292994,0.6065487085621314,0.6253833885412833,0.6305625174046227,0.7111642743221691,raw
1,0,1,20,0,1,0.5,0.683490719635298,0.6977262503578293,0.70627766206717,0.7354505742267314,raw
2,0,1,20,0,1,0.4968152866242038,0.6843047867144252,0.7094221567905779,0.7034869976359338,0.7682308180088776,raw
3,0,1,20,0,1,0.476038338658147,0.6596437346437347,0.6929864253393665,0.6894286441432844,0.7307486631016042,raw
4,0,1,20,0,1,0.3961661341853035,0.6739646423309871,0.6002182686763858,0.648291084389557,0.7432962487519612,raw
5,0,1,20,0,1,0.4426751592356688,0.6494203782794387,0.676685887212203,0.6845657378812589,0.6927698032961191,raw
6,0,1,20,0,1,0.4968152866242038,0.7113318137414523,0.667975299554247,0.7027111055838826,0.7477629817515676,raw
7,0,1,20,0,1,0.4267515923566879,0.6313497232171931,0.6575471312313417,0.6517543859649122,0.7562706968223771,raw
8,0,1,20,0,1,0.4696485623003195,0.694021294021294,0.6486425339366515,0.6813439434129089,0.749108734402852,raw
9,0,1,20,0,1,0.476038338658147,0.72976346374202,0.6143027757186393,0.6724222797927462,0.7890279560690343,raw
0,0,1,30,0,1,0.44554455445544555,0.6769850628930818,0.5901185770750988,0.6380013992537313,0.7736706689536879,raw
